name,publisher_id
Athena,1
Atlus,2
BPS,3
Bandai,4
Cononuts,5
DogP,6
DogP/KR155E,7
HorvatM,8
Hudson,9
I'Max,10
J-Wing,11
KR155E,12
Kemco,13
Kresna/Nyrator,14
Mr. Anonymous,15
Nintendo,16
Ocean,17
Pack-In-Video,18
PizzaRollsRoyce,19
T&E Soft,20
Taito,21
VirtualChris,22
rubengar,23
thunderstruck,24
thunderstruck/Virtual_Ben,25
