game_id,developer_id
bishoujosenshisailormoonsailorstarsfuwafuwapanic2,3
crayonshinchannagagutsudobon,1
gegegenokitarouyoukaidonjara,3
gekisousentaicarrangerzenkairacersenshi,2
poipoininjaworld,3
sdgundamgenerationaxissenki,3
sdgundamgenerationbabyloniakenkokusenki,3
sdgundamgenerationcolonykakutouki,3
sdgundamgenerationgrypssenki,3
sdgundamgenerationichinensensouki,3
sdgundamgenerationzanscaresenki,3
sdultrabattlesevendensetsu,3
sdultrabattleultramandensetsu,3
