game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
slamcitywithscottiepippen,Slam City with Scottie Pippen: Juice,,Slam City with Scottie Pippen,,1994-11
slamcitywithscottiepippen,Slam City with Scottie Pippen: Mad Dog,,Slam City with Scottie Pippen,,1994-11
slamcitywithscottiepippen,Slam City with Scottie Pippen: Smash,,Slam City with Scottie Pippen,,1994-11
slamcitywithscottiepippen,Slam City with Scottie Pippen: Fingers,,Slam City with Scottie Pippen,,1994-11
slamcitywithscottiepippen,Slam City with Scottie Pippen: Juice,,Slam City with Scottie Pippen,,1994-11
slamcitywithscottiepippen,Slam City with Scottie Pippen: Mad Dog,,Slam City with Scottie Pippen,,1994-11
slamcitywithscottiepippen,Slam City with Scottie Pippen: Smash,,Slam City with Scottie Pippen,,1994-11
snatcher,Snatcher,Cyberpunk Adventure: Snatcher,Snatcher,,1994-12
solfeace,Sol-Feace,,Sol-Feace,,1992-11
solfeace,Sol-Feace,,Sol-Feace,,
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-11-23
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-11-23
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-11-23
soulstar,SoulStar,,SoulStar,,1994-09
spaceace,Space Ace,,Space Ace,,1994-12
theamazingspidermanvsthekingpin,Spider-Man vs. Kingpin,,The Amazing Spider-Man vs. The Kingpin,,1993-09
theamazingspidermanvsthekingpin,Spider-Man vs. Kingpin,,The Amazing Spider-Man vs. The Kingpin,,
rebelassault,Star Wars: Rebel Assault,,Star Wars: Rebel Assault,,1994-03
rebelassault,Star Wars: Rebel Assault,,Star Wars: Rebel Assault,,2020-02-28
starblade,StarBlade,,StarBlade,,1994-09
stellarfire,Stellar-Fire,,Stellar-Fire,,1993-12
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Fire & Earth),Supreme Warrior 英雄 Ying Heung (Fire & Earth),1994-11
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Fire & Earth),Supreme Warrior 英雄 Ying Heung (Fire & Earth),1994-11
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Wind & Fang Tu),Supreme Warrior 英雄 Ying Heung (Wind & Fang Tu),1994-11
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Fire & Earth),Supreme Warrior 英雄 Ying Heung (Fire & Earth),1994
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Wind & Fang Tu),Supreme Warrior 英雄 Ying Heung (Wind & Fang Tu),1994
surgicalstrike,Surgical Strike,,Surgical Strike,,1995-06
surgicalstrike,Surgical Strike,,Surgical Strike,,1995-06
theadventuresofbatmanandrobincd,The Adventures of Batman & Robin,,The Adventures of Batman & Robin,,1995-07
theadventuresofwillybeamish,The Adventures of Willy Beamish,,The Adventures of Willy Beamish,,1993-03
theadventuresofwillybeamish,The Adventures of Willy Beamish,,The Adventures of Willy Beamish,,1993-03
theanimals,The Animals!,The San Diego Zoo Presents... The Animals!,The Animals!,The San Diego Zoo Presents... The Animals!,1994-07
thecolorsofmodernrock,The Colors of Modern Rock,,The Colors of Modern Rock,,1993
thelawnmowermancd,The Lawnmower Man,,The Lawnmower Man,,1994
kamenriderzo,The Masked Rider: Kamen Rider ZO,,The Masked Rider: Kamen Rider ZO,,1994-12
flink,The Misadventures of Flink,,Flink,,1995-02
thesecretofmonkeyisland,The Secret of Monkey Island,,The Secret of Monkey Island,,1993-11
thesecretofmonkeyisland,The Secret of Monkey Island,,The Secret of Monkey Island,,2020-02-28
thesoftwaretoolworksstarwarschess,The Software Toolworks' Star Wars Chess,,The Software Toolworks' Star Wars Chess,,1994-05
thesoftwaretoolworksstarwarschess,The Software Toolworks' Star Wars Chess,,The Software Toolworks' Star Wars Chess,,1994-05
spaceadventurecobra2dno,The Space Adventure Cobra: The Legendary Bandit,,The Space Adventure,,1995
theterminatorcd,The Terminator,,The Terminator,,1993-06
thethirdworldwar,The Third World War,,Third World War,,1994-03
timegal,Time Gal,,Time Gal,,1993-05
tomcatalley,Tomcat Alley,,Tomcat Alley,,1994-03
tomcatalley,Tomcat Alley,,Tomcat Alley,,1994-03
trivialpursuit,Trivial Pursuit,,Trivial Pursuit,,1994-12
vay,Vay,,Vay,,1994-07
wheeloffortunecd,Wheel of Fortune,,Wheel of Fortune,,1994
whoshotjohnnyrock,Who Shot Johnny Rock?,,Who Shot Johnny Rock?,,1994-09
wildwoody,Wild Woody,,Wild Woody,,1995
wingcommander,Wing Commander,,Wing Commander,,1994-03
wirehead,WireHead,,WireHead,,1995-09
wolfchild,Wolfchild,,Wolfchild,,1992-12
wonderdog,Wonder Dog,,Wonder Dog,,1992-12
wonderdog,Wonder Dog,,Wonder Dog,,
worldcupusa94,World Cup USA 94,,World Cup USA 94,,1994-07
wwfrageinthecagecd,WWF: Rage in the Cage,,WWF: Rage in the Cage,,1993-11
afterburner3,After Burner III,,After Burner III,,1993-09
batmanreturns,Batman Returns,,Batman Returns,,1993-09
batmanreturns,Batman Returns,,Batman Returns,,
battlecorps,Battlecorps,,Battlecorps,,1994-08
bcracers,BC Racers,,BC Racers,,1994-12
shadowofthebeast2,Beast II,,Shadow of the Beast II,,1994-05
billwalshcollegefootball,Bill Walsh College Football,,Bill Walsh College Football,,1994-03
blackholeassault,Black Hole Assault,,Blackhole Assault,,1993-09
bloodshot,Bloodshot / Battle Frenzy,,Bloodshot,,1995-06
bloodshot,Bloodshot / Battle Frenzy,,Battle Frenzy,,1995-06
brutalpawsoffury,Brutal: Paws of Fury,,Brutal: Paws of Fury,,1994-09
brutalpawsoffury,Brutal: Paws of Fury,,Paws of Fury,,1994-09
chuckrock,Chuck Rock,,Chuck Rock,,1993-08
chuckrock2soc,Chuck II: Son of Chuck,,Chuck Rock II: Son of Chuck,,1994-01
solfeacecobracommand,Cobra Command,,Sol-Feace / Cobra Command,,1993
corpsekiller,Corpse Killer,,Corpse Killer,,1995-03
corpsekiller,Corpse Killer,,Corpse Killer,,1995-07
doubleswitch,Double Switch,,Double Switch,,1994-07-15
draculaunleashed,Dracula Unleashed,,Dracula Unleashed,,1994-05
draculaunleashed,Dracula Unleashed,,Dracula Unleashed,,1994-05
draculaunleashed,Dracula Unleashed,,Dracula Unleashed,,1994-05
draculaunleashed,Dracula Unleashed,,Dracula Unleashed,,1994-05
dragonslair,Dragon's Lair,,Dragon's Lair,,1994-03
dune,Dune,,Dune,,1994-01
dungeonexplorercd,Dungeon Explorer,,Dungeon Explorer,,1995
dungeonmaster2skullkeep,Dungeon Master II,,Dungeon Master II: Skullkeep,,1994-12
earthwormjim,Earthworm Jim: Special Edition,,Earthworm Jim: Special Edition,,1995-06
eccothedolphin,Ecco,,Ecco the Dolphin,,1993-11-05
eccothedolphin,Ecco,,Ecco the Dolphin,,
eccothetidesoftime,Ecco: The Tides of Time,,Ecco: The Tides of Time,,1995-06
espnbaseballtonight,ESPN Baseball Tonight,,ESPN Baseball Tonight,,1994
eternalchampions,Eternal Champions: Challenge from the Dark Side,Eternal Champions 武士道 悪 Challenge from the Dark Side,Eternal Champions: Challenge from the Dark Side,,1995-05
eyeofthebeholder,Eye of the Beholder,,Eye of the Beholder,,1994-12
fahrenheit,Fahrenheit,,Fahrenheit,,1995-05
fahrenheit,Fahrenheit,,Fahrenheit,,1995-05
garoudensetsuspecial,Fatal Fury Special,,Fatal Fury Special,,1995-07
fifa94,FIFA International Soccer,,FIFA International Soccer: Championship Edition,,1994-06
finalfight,Final Fight CD,,Final Fight CD,,1993-09
heavenlysymphony,Formula One World Championship: Beyond the Limit,,Formula One World Championship: Beyond the Limit,,1994-09
groundzerotexas,Ground Zero Texas,,Ground Zero Texas,,1994-02-18
groundzerotexas,Ground Zero Texas,,Ground Zero Texas,,1994-02-18
hook,Hook,,Hook,,1993-11-19
jaguarxj220,Jaguar XJ220,,Jaguar XJ220,,1993-09
jurassicparkcd,Jurassic Park,,Jurassic Park,,1994-02
jurassicparkcd,Jurassic Park,,Jurassic Park,,
jurassicparkcd,Jurassic Park,,Jurassic Park,,1994-02
jurassicparkcd,Jurassic Park,,Jurassic Park,,1994-02
jurassicparkcd,Jurassic Park,,Jurassic Park,,1994-02
keiouyuugekitai,Keio Flying Squadron,慶応遊撃隊 Keio Flying Squadron,Keio Flying Squadron,Keio Flying Squadron 慶応遊撃隊,1994-10
kidsonsite,Kids on Site,,Kids on Site,,1994
lethalenforcers,Lethal Enforcers,,Lethal Enforcers,,1993-11-19
lethalenforcers2thewestern,Lethal Enforcers II: Gun Fighters,,Lethal Enforcers II: Gun Fighters,,1994-12-23
windsofthunder,Lords of Thunder,,Lords of Thunder,,1995-07
powerfactory,Make My Video: C+C Music Factory,,Power Factory Featuring C+C Music Factory,,1993-10
makemyvideoinxs,Make My Video: INXS,,Make My Video: INXS,,1993-09
makemyvideokriskross,Make My Video: Kris Kross,,Kris Kross,,1993-11
markosmagicfootball,Marko's Magic Football,,Marko's Magic Football,,1994
mickeymaniattaomm,Mickey Mania: The Timeless Adventures of Mickey Mouse,,Mickey Mania,,1994-12
microcosm,Microcosm,,Microcosm,,1994-01
microcosm,Microcosm,,Microcosm,,
microcosm,Microcosm,,Microcosm,,1994-01
ultraverseprimemicrocosm,Microcosm,,Ultraverse Prime / Microcosm,,1994-01
midnightraiders,Midnight Raiders,,Midnight Raiders,,1995-03
mightymorphinpowerrangerscd,Mighty Morphin Power Rangers,Saban's Mighty Morphin Power Rangers,Mighty Morphin Power Rangers,Saban's Mighty Morphin Power Rangers,1995-03
mortalkombat,Mortal Kombat,,Mortal Kombat,,1994-07
nbajam,NBA Jam,,NBA Jam,,1994-12
nhl94,NHL Hockey '94,,NHL Hockey '94,,1994-03
nighttrap,Night Trap,,Night Trap,,1993-06
nighttrap,Night Trap,,Night Trap,,1993-06
nighttrap,Night Trap,,Night Trap,,1993-06
nighttrap,Night Trap,,Night Trap,,1993-06
nighttrap,Night Trap,,Night Trap,,1995-07
nighttrap,Night Trap,,Night Trap,,1995-07
novastorm,Novastorm,,Novastorm,,1995-11
pitfallthemayanadventure,Pitfall: The Mayan Adventure,,Pitfall: The Mayan Adventure,,1995
powermonger,PowerMonger,,PowerMonger,,1994-04
princeofpersia,Prince of Persia,,Prince of Persia,,1993-09
prizefighter,Prize Fighter,,Prize Fighter,,1994-03
prizefighter,Prize Fighter,,Prize Fighter,,1994-03
puggsy,Puggsy,,Puggsy,,1993-11
roadblaster,Road Avenger,,Road Avenger,,1993-09
denninalestenobunagaandhisninjaforce,Robo Aleste,,Robo Aleste,,1993-09
samuraispirits,Samurai Shodown,Samurai Shodown 侍魂,Samurai Shodown,,1995-06
segaclassicsarcadecollection,SEGA Classics Arcade Collection,,SEGA Classics Arcade Collection: Limited Edition,,1993-04-02
segaclassicsarcadecollection,SEGA Classics Arcade Collection,,SEGA Classics Arcade Collection: Limited Edition,,1993-04-02
sensiblesoccerec,Sensible Soccer,,Sensible Soccer,,1994-07
sewershark,Sewer Shark,,Sewer Shark,,1993-06
sherlockholmesconsultingdetective,Sherlock Holmes: Consulting Detective Vol.I,,Sherlock Holmes: Consulting Detective,,1993-09
sherlockholmesconsultingdetective2,Sherlock Holmes: Consulting Detective Vol.II,,Sherlock Holmes: Consulting Detective,,1993-10
sherlockholmesconsultingdetective2,Sherlock Holmes: Consulting Detective Vol.II,,Sherlock Holmes: Consulting Detective,,1993-10
shiningforcecd,Shining Force CD,,Shining Force CD,,1995-04
silpheed,Silpheed,,Silpheed,,1993-10
slamcitywithscottiepippen,Slam City with Scottie Pippen: Fingers,,Slam City with Scottie Pippen,,1995-02
slamcitywithscottiepippen,Slam City with Scottie Pippen: Juice,,Slam City with Scottie Pippen,,1995-02
slamcitywithscottiepippen,Slam City with Scottie Pippen: Mad Dog,,Slam City with Scottie Pippen,,1995-02
slamcitywithscottiepippen,Slam City with Scottie Pippen: Smash,,Slam City with Scottie Pippen,,1995-02
slamcitywithscottiepippen,Slam City with Scottie Pippen: Fingers,,Slam City with Scottie Pippen,,1995-07
slamcitywithscottiepippen,Slam City with Scottie Pippen: Juice,,Slam City with Scottie Pippen,,1995-07
slamcitywithscottiepippen,Slam City with Scottie Pippen: Mad Dog,,Slam City with Scottie Pippen,,1995-07
slamcitywithscottiepippen,Slam City with Scottie Pippen: Smash,,Slam City with Scottie Pippen,,1995-07
snatcher,Snatcher,Cyberpunk Adventure: Snatcher,Snatcher,,1995-01
solfeacecobracommand,Sol-Feace,,Sol-Feace / Cobra Command,,1992-11
solfeacecobracommand,Sol-Feace,,Sol-Feace / Cobra Command,,1992-11
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-10
soulstar,SoulStar,,SoulStar,,1994-10
theamazingspidermanvsthekingpin,Spider-Man vs. Kingpin,,The Amazing Spider-Man vs. The Kingpin,,1993-11
rebelassault,Star Wars: Rebel Assault,,Star Wars: Rebel Assault,,1994-03
starblade,StarBlade,,StarBlade,,1994-12
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Fire & Earth),Supreme Warrior 英雄 Ying Heung: Der Meisterkrieger ・ Suprême Guerrier ・ Guerrero Supremo (Fire & Earth),1994
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Wind & Fang Tu),Supreme Warrior 英雄 Ying Heung: Der Meisterkrieger ・ Suprême Guerrier ・ Guerrero Supremo (Wind & Fang Tu),1994
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Fire & Earth),Supreme Warrior 英雄 Ying Heung (Fire & Earth),1995-07
supremewarrior,Supreme Warrior,Supreme Warrior 英雄,Supreme Warrior: Ying Heung (Wind & Fang Tu),Supreme Warrior 英雄 Ying Heung (Wind & Fang Tu),1995-07
surgicalstrike,Surgical Strike,,Surgical Strike,,1995-09-22
syndicate,Syndicate,,Syndicate,,1995-06
theadventuresofbatmanandrobincd,The Adventures of Batman & Robin,,The Adventures of Batman & Robin,,1995-12
theanimals,The Animals!,The San Diego Zoo Presents... The Animals!,The Animals!,The San Diego Zoo Presents... The Animals!,1994-09
thelawnmowermancd,The Lawnmower Man,,The Lawnmower Man,,1994-11
flink,The Misadventures of Flink,,Flink,,1994
thesmurfs,The Smurfs,Les Schtroumpfs / The Smurfs / Die Schlümpfe / Los Pitufos / I Puffi,The Smurfs,The Smurfs / Les Schtroumpfs / Die Schlümpfe / De Smurfen,1995-06
thesoftwaretoolworksstarwarschess,The Software Toolworks' Star Wars Chess,,The Software Toolworks' Star Wars Chess,,1994-08-19
spaceadventurecobra2dno,The Space Adventure Cobra: The Legendary Bandit,,The Space Adventure,,1995-07
theterminatorcd,The Terminator,,The Terminator,,1994-02
themepark,Theme Park,,Theme Park,,1995
thunderhawk,Thunderhawk,,Thunderhawk,,1993-10
timegal,Time Gal,,Time Gal,,1993-09
tomcatalley,Tomcat Alley,,Tomcat Alley,,1994-05
tomcatalley,Tomcat Alley,,Tomcat Alley,,1994
tomcatalley,Tomcat Alley,,Tomcat Alley,,1994
tomcatalley,Tomcat Alley,,Tomcat Alley,,1994
wolfchild,Wolfchild,,Wolfchild,,1993-09
wonderdog,Wonder Dog,,Wonder Dog,,1993
worldcupusa94,World Cup USA 94,,World Cup USA 94,,1994-06-03
wwfrageinthecagecd,WWF: Rage in the Cage,,WWF: Rage in the Cage,,1994-01
yumemiyakatanomonogatari,Yumemi Mystery Mansion,,Yumemi Mystery Mansion,,1994-03
yumemiyakatanomonogatari,Yumemi Mystery Mansion,,Yumemi Mystery Mansion,,1994-03
slamcitywithscottiepippen,Slam City with Scottie Pippen: Fingers,,Slam City with Scottie Pippen,,1996-06
slamcitywithscottiepippen,Slam City with Scottie Pippen: Juice,,Slam City with Scottie Pippen,,1996-06
slamcitywithscottiepippen,Slam City with Scottie Pippen: Mad Dog,,Slam City with Scottie Pippen,,1996-06
slamcitywithscottiepippen,Slam City with Scottie Pippen: Smash,,Slam City with Scottie Pippen,,1996-06
surgicalstrike,Surgical Strike,,Surgical Strike,,1996-01
eccothedolphin,Ecco,,Ecco the Dolphin,,
tomcatalley,Tomcat Alley,,Tomcat Alley,,
yumemiyakatanomonogatari,Yumemi Mystery Mansion,,Yumemi Mystery Mansion,,
bloodshot,Battle Frenzy,,Battle Frenzy,,2003
battletechgraydeathlegion,BattleTech: Gray Death Legion,,BattleTech: Gray Death Legion,,
citizenx,Citizen X,,Citizen X,,2002
colormechanica,Color Mechanica,,Color Mechanica,,2013-12-27
colormechanica,Color Mechanica,,Color Mechanica,,2013-12-27
burningfistsforcestriker,Force Striker,,Burning Fists: Force Striker,,2006
johnnymnemonic,Johnny Mnemonic,,Johnny Mnemonic,,2012
johnnymnemonic,Johnny Mnemonic,,Johnny Mnemonic,,2012
markosmagicfootball,Marko,,Marko,,2003
chuchurocket,Mighty Mighty Missile!,,Mighty Mighty Missile!,,2005
piersolarandthegreatarchitects,Pier Solar and the Great Architects: Enhanced Soundtrack Disc,,Pier Solar and the Great Architects: The Definitive Original Soundtrack,Pier Solar and the Great Architects ピエアーソーラーと偉大なる建築家 The Definitive Original Soundtrack,2012
sonicmegamix,Sonic Mega Mix,,Sonic Megamix,,2009-04-25
starstrike,Star Strike,,Star Strike,,2001
bugblasterstheexterminators,The Exterminators,,Bug Blasters: The Exterminators,,2001
flashback,Flashback,,,,1994
superstriketrilogy,Super Strike Trilogy,,Super Strike Trilogy,,1995
timecop,TimeCop,,,,1995
wirehead,WireHead,,WireHead,,1995
ayapsychicdetectiveseriesvol3,[AÝA] Psychic Detective Series Vol 3,,[AÝA] Psychic Detective Series Vol.3,,
battlecorps,Battlecorps,,Battlecorps,,
bcracers,BC Racers,,BC Racers,,
bcracers,BC Racers,,BC Racers,,
shadowofthebeast2,Beast II,,Shadow of the Beast II,,
dragonslair,Dragon's Lair,,Dragon's Lair,,
garoudensetsuspecial,Fatal Fury Special,,Fatal Fury Special,,
fifa94,FIFA International Soccer,,FIFA International Soccer: Championship Edition,,
fifa94,FIFA International Soccer,,FIFA International Soccer: Championship Edition,,
keiouyuugekitai,Keio Flying Squadron,慶応遊撃隊 Keio Flying Squadron,Keio Flying Squadron,Keio Flying Squadron 慶応遊撃隊,
lethalenforcers2thewestern,Lethal Enforcers II: Gun Fighters,,Lethal Enforcers II: Gun Fighters,,
mickeymaniattaomm,Mickey Mania: The Timeless Adventures of Mickey Mouse,,Mickey Mania,,
mickeymaniattaomm,Mickey Mania: The Timeless Adventures of Mickey Mouse,,Mickey Mania,,
microcosm,Microcosm,,Microcosm,Microcosm マイクロコズム,
novastorm,Novastorm,,Novastorm,,
pitfallthemayanadventure,Pitfall: The Mayan Adventure,,Pitfall: The Mayan Adventure,,
samuraispirits,Samurai Shodown,Samurai Shodown 侍魂,Samurai Shodown,,
segacddemo,SEGA CD Demo,,,,1992-05-29
sensiblesoccerec,Sensible Soccer,,Sensible Soccer,,
slamcitywithscottiepippen,Slam City with Scottie Pippen: Fingers,,Slam City with Scottie Pippen,,
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic The Hedgehog CD,,1993-08-06
soulstar,SoulStar,,SoulStar,,
soulstarbattlecorps,SoulStar / Battlecorps,,SoulStar / Battlecorps,,1994
spaceace,Space Ace,,Space Ace,,
rebelassault,Star Wars: Rebel Assault,,Star Wars: Rebel Assault,,
rebelassault,Star Wars: Rebel Assault,,Star Wars: Rebel Assault,,
thelawnmowermancd,The Lawnmower Man,,The Lawnmower Man,,
megapower,The MegaPower Demo,,Mega Power Demo 2,,1994-01
megapower,The MegaPower Demo,,Mega Power Demo 2,,1994-01
thunderhawk,Thunderhawk,,Thunderhawk,,
thunderhawk,Thunderhawk,,Thunderhawk,,
thunderhawk,Thunderhawk,,Thunderhawk (Taikeiban),Thunderhawk サンダーホーク (体験版),1993
timecop,TimeCop,,,,1995
heavenlysymphony,Formula One World Championship 1993: Heavenly Symphony,,Heavenly Symphony: Formula One World Championship 1993,Heavenly Symphony ヘブンリーシンフォニー Formula One World Championship 1993,
lunareternalblue,Lunar: Eternal Blue,,Lunar: Eternal Blue,,
nighttrap,Night Trap,,Night Trap,Night Trap ナイトトラップ,
popfulmail,PopfulMail,ぽっぷるメイル,PopfulMail: Magical Fantasy Adventure,ぽっぷるメイル PopfulMail: Magical Fantasy Adventure,
silpheed,Silpheed,,Silpheed,,
uruseiyatsuradearmyfriends,Urusei Yatsura: Dear My Friends,うる星やつら　ディア マイ フレンズ,Urusei Yatsura: Dear My Friends,うる星やつら　ディア マイ フレンズ,1994-04-15
yumemiyakatanomonogatari,Yumemi Yakata no Monogatari,夢見館の物語,Yumemi Yakata no Monogatari,夢見館の物語,
sonicthehedgehogcd,CD Sonic the Hedgehog,,Sonic The Hedgehog CD,,1992-12-04
sonicthehedgehogcd,CD Sonic the Hedgehog,,Sonic The Hedgehog CD,,1993-05-12
sonicthehedgehogcd,CD Sonic the Hedgehog,,Sonic The Hedgehog CD,,1993-06-21
eternalchampions,Eternal Champions: Challenge from the Dark Side,Eternal Champions 武士道 悪 Challenge from the Dark Side,Eternal Champions: Challenge from the Dark Side,,
eternalchampions,Eternal Champions: Challenge from the Dark Side,Eternal Champions 武士道 悪 Challenge from the Dark Side,Eternal Champions: Challenge from the Dark Side,,
garoudensetsuspecial,Fatal Fury Special,,Fatal Fury Special,,
lethalenforcers2thewestern,Lethal Enforcers II: Gun Fighters,,Lethal Enforcers II: Gun Fighters,,
makemyvideoinxs,Make My Video: INXS,,Make My Video: INXS,,
makemyvideomarkymarkandthefunkybunch,Make My Video: Marky Mark and the Funky Bunch,,Make My Video: Marky Mark and the Funky Bunch,,
snatcher,Snatcher,Cyberpunk Adventure: Snatcher,Snatcher,,
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-08-06
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-08-19
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-09-20
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic CD,,1993-10-13
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic The Hedgehog CD,,1993-07-12
sonicthehedgehogcd,Sonic The Hedgehog CD,,Sonic The Hedgehog CD,,1993-08-01
