name,developer_id
CRC Research Institute,1
CRC Research institute/Q-tec/A&L/Sound M's,2
Data West,3
Den'no Shokai,4
Den'no Shokai/Virtual East/Plus One/Data Builder/Noise,5
HighTec Lab/C-lab,6
HighTech Lab,7
Hudson,8
Infiniti/JP Multimedia,9
JP Multimedia,10
Multimedia Creators Network,11
Multimedia Creators Network/Studio Garage,12
PiC/Easy Computer System/Tokyo Movie Shinsha,13
Pioneer,14
Planet,15
Riverhill,16
Seraphic,17
Transpegasus,18
WiZ,19
Wolf Team,20
