name,developer_id
8ing/Raizing,1
CAPCOM,2
CAPCOM/Compile,3
CAPCOM/Mitchell,4
CAPCOM/Romstar,5
CAPCOM/Sanrio,6
CAPCOM/Togo/Sigma,7
CAPCOM/Two Bit Score,8
CAPCOM/Williams,9
Cave,10
Mitchell,11
Takumi,12
