game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
jleagueprosoccerclubwotsukurou2,J.League Pro Soccer Club wo Tsukurō! 2,J.League プロサッカークラブをつくろう! 2,J.League Pro Soccer Club wo Tsukurō! 2,J.League プロサッカークラブをつくろう! 2,1999-02-04
victorygoal,J.League Victory Goal: VGoal,,Victory Goal: VGoal,Victory Goal ビクトリーゴール VGoal,1995-01-20
victorygoal,J.League Victory Goal: VGoal,,Victory Goal: VGoal,Victory Goal ビクトリーゴール VGoal,1995-01-20
victorygoal96,J.League Victory Goal: VGoal '96,,J.League Victory Goal: VGoal '96,J.League Victory Goal ビクトリーゴール'96 VGoal '96,1996-03-29
victorygoal96,J.League Victory Goal: VGoal '96,,J.League Victory Goal: VGoal '96,J.League Victory Goal ビクトリーゴール'96 VGoal '96,1996-03-29
victorygoal97,J.League Victory Goal: VGoal '97,,J.League Victory Goal: VGoal '97,,1997-03-15
janteibattlecosplayer,Jantei Battle Cos-Player,雀帝 Battle Cos-Player,Jantei Battle Cos-Player,雀帝 Battle Cos-Player じゃんてい バトル コスプレイヤー,1997-04-18
janteibattlecosplayer,Jantei Battle Cos-Player,雀帝 Battle Cos-Player,Jantei Battle Cos-Player (Making Disc),雀帝 Battle Cos-Player じゃんてい バトル コスプレイヤー (Making Disc),1997-04-18
japansuperbassclassic96,Japan Super Bass Classic '96,Japan Super Bass Classic '96 ジャパンスーパーバスクラシック'96,Japan Super Bass Classic '96,Japan Super Bass Classic '96 ジャパンスーパーバスクラシック'96,1996-08-23
jikkyouoshaberiparodius,Jikkyō Oshaberi Parodius: Forever with Me,実況おしゃべりパロディウス Forever with Me,Jikkyō Oshaberi Parodius: Forever with Me,実況おしゃべりパロディウス Forever with Me フォーエバー・ウィズ・ミー,1996-12-13
jikkyoupowerfulproyakyuu2,Jikkyō Powerful Pro Yakyū '95: Kaimakuban,実況パワフルプロ野球'95 開幕版,Jikkyō Powerful Pro Yakyū '95: Kaimakuban,実況パワフルプロ野球'95 開幕版,1995-07-28
jikkyoupowerfulproyakyuu4,Jikkyō Powerful Pro Yakyū S,実況パワフルプロ野球S,Jikkyō Powerful Pro Yakyū S,実況パワフルプロ野球S,1997-12-04
jikuutanteidraculadetectivemaboroshinolorelei,Jikū Tantei DD: Dracula Detective: Maboroshi no Lorelei,時空探偵DD: Dracula Detective 幻のローレライ,Jikū Tantei DD: Dracula Detective: Maboroshi no Lorelei,時空探偵DD: Dracula Detective 幻のローレライ,1996-07-26
jikuutanteidraculadetectivemaboroshinolorelei,Jikū Tantei DD: Dracula Detective: Maboroshi no Lorelei,時空探偵DD: Dracula Detective 幻のローレライ,Jikū Tantei DD: Dracula Detective: Maboroshi no Lorelei,時空探偵DD: Dracula Detective 幻のローレライ,1996-07-26
jissenmahjong,Jissen Mahjong,実戦麻雀,Jissen Mahjong,実戦麻雀,1995-09-01
jissenpachinkohisshouhoutwin,Jissen Pachinko Hisshōhō! Twin,実戦 パチンコ必勝法! Twin,Jissen Pachinko Hisshōhō! Twin,実戦 パチンコ必勝法! Twin,1997-03-28
jissenpachislohisshouhou3,Jissen! PachiSlo Hisshōhō! 3,実戦! パチスロ必勝法! 3,Jissen PachiSlo Hisshōhō! 3,実戦 パチスロ必勝法! 3,1996-05-24
jissenpachislohisshouhou4,Jissen! PachiSlo Hisshōhō! 4,実戦! パチスロ必勝法! 4,Jissen! PachiSlo Hisshōhō! 4,実戦! パチスロ必勝法! 4,1997-03-15
jissenpachislohisshouhouironhook,Jissen! PachiSlo Hisshōhō! Iron Hook: The Great Marine Adventures,実践! パチスロ必勝法! Iron Hook: The Great Marine Adventures,Jissen! PachiSlo Hisshōhō! Iron Hook,実践! パチスロ必勝法! Iron Hook アイアンフック,1996
johnnybazookatone,Johnny Bazookatone,,Johnny Bazooka,ジョニー バズーカ Johnny Bazooka,1996-04-26
joshikouseinohoukagopukunpa,Joshikōsei no Hōkago... Pukunpa,女子高生の放課後… ぷくんパ,Joshikōsei no Hōkago... Pukunpa,女子高生の放課後… ぷくんパ,1996-09-27
junclassicccandropeclub,Junclassic C.C. & Rope Club,ジュンクラシックC.C. & ロペ倶楽部 Junclassic C.C. & Rope Club,Junclassic C.C. & Rope Club,ジュンクラシックC.C. & ロペ倶楽部 Junclassic C.C. & Rope Club,1997-12-18
jungrhythm,Jung Rhythm,じゃんぐ リズム,Jung Rhythm,じゃんぐ リズム Jung Rhythm,1998-01-15
jungleparksaturnjima,Jungle Park,ジャングルパーク,Jungle Park: Saturn-jima,ジャングルパーク サターン島,1998-01-15
jungleparksaturnjima,Jungle Park,ジャングルパーク,Jungle Park: Saturn-jima (Gentei Special Package-ban),ジャングルパーク サターン島 (限定スペシャルパッケージ版),1998-01-15
kaiteidaisensou,Kaitei Daisensō,海底大戦争,Kaitei Daisensō,海底大戦争,1995-12-15
kaitousainttailss,Kaitō Saint Tail,怪盗セイント・テール,Kaitō Saint Tail,怪盗セイント・テール,1997-07-25
kakinokishougi,Kakinoki Shōgi,柿木将棋,Kakinoki Shōgi,柿木将棋,1995-04-14
kakyuusei,Kakyūsei,下級生,Kakyūsei,下級生,1997-04-25
kakyuusei,Kakyūsei,下級生,Kakyūsei,下級生,1997-04-25
kakyuusei,Kakyūsei,下級生,Kakyūsei,下級生,1997-04-25
kamenridersakusenfile1,Kamen Rider: Sakusen File 1,仮面ライダー 作戦ファイル1,Kamen Rider: Sakusen File 1,仮面ライダー 作戦ファイル1 Masked Rider: File of Tactics,1997-11-13
kanazawashougi,Kanazawa Shōgi,金沢将棋,Kanazawa Shōgi,金沢将棋,1995-11-24
kanazawashougi,Kanazawa Shōgi,金沢将棋,Kanazawa Shōgi,金沢将棋,1995-11-24
kanzenchuukeiproyakyuugreatestnine,Kanzen Chūkei Pro Yakyū Greatest Nine,完全中継プロ野球 Greatest Nine,Kanzen Chūkei Pro Yakyū Greatest Nine,完全中継プロ野球 Greatest Nine グレイテストナイン,1995-05-26
kanzenchuukeiproyakyuugreatestnine,Kanzen Chūkei Pro Yakyū Greatest Nine,完全中継プロ野球 Greatest Nine,Kanzen Chūkei Pro Yakyū Greatest Nine,完全中継プロ野球 Greatest Nine グレイテストナイン,
keiouyuugekitaikatsugekihen,Keiō Yūgekitai: Katsugeki-hen,慶応遊撃隊 活劇編,Keiō Yūgekitai: Katsugeki-hen,慶応遊撃隊 活劇編,1996-05-17
kekkonmarriage,Kekkon: Marriage,結婚 Marriage,Kekkon: Marriage,結婚 Marriage,1995-12-15
kekkonmarriagezenya,Kekkon: Marriage 「Zen'ya」,結婚 Marriage 「前夜」,Kekkon: Marriage 「Zen'ya」,結婚 Marriage 「前夜」,1995-10-27
keriotosse,Keriotosse!,ケリオトッセ!,Keriotosse!,ケリオトッセ!,1998-06-18
kidousenkannadesicotheblankof3years,Kidō Senkan Nadesico: The Blank of 3 Years: Five Love,機動戦艦ナデシコ The Blank of 3 Years: Five Love,Kidō Senkan Nadesico: The Blank of 3 Years: Five Love,機動戦艦ナデシコ The Blank of 3 Years: Five Love,1998-09-23
kidousenkannadesicotheblankof3years,Kidō Senkan Nadesico: The Blank of 3 Years: Five Love,機動戦艦ナデシコ The Blank of 3 Years: Five Love,Kidō Senkan Nadesico: The Blank of 3 Years: Five Love,機動戦艦ナデシコ The Blank of 3 Years: Five Love,1998-09-23
kidousenkannadesicoyapparisaigohaaigakatsu,Kidō Senkan Nadesico: Yappari Saigo wa 「Ai ga Katsu」?,機動戦艦ナデシコ Martian Successor Nadesico やっぱり最後は「愛が勝つ」?,Kidō Senkan Nadesico: Yappari Saigo wa 「Ai ga Katsu」?,機動戦艦ナデシコ Martian Successor Nadesico やっぱり最後は「愛が勝つ」?,1997-05-02
kidousenshigundamgihrennoyabou,Kidō Senshi Gundam: Gihren no Yabō,機動戦士ガンダム ギレンの野望,Kidō Senshi Gundam: Gihren no Yabō,機動戦士ガンダム ギレンの野望,1998-04-09
kidousenshigundamgihrennoyabou,Kidō Senshi Gundam: Gihren no Yabō,機動戦士ガンダム ギレンの野望,Kidō Senshi Gundam: Gihren no Yabō (Shokai Genteiban),機動戦士ガンダム ギレンの野望 (初回限定版),1998-04-09
kidousenshigundamgihrennoyaboukouryakushireisho,Kidō Senshi Gundam: Gihren no Yabō: Kōryaku Shireisho,機動戦士ガンダム ギレンの野望 攻略指令書,Kidō Senshi Gundam: Gihren no Yabō: Kōryaku Shireisho,機動戦士ガンダム ギレンの野望 攻略指令書,1998-10-08
kidousenshizgundamkouhenuchuuwokakeru,Kidō Senshi Z Gundam: Kōhen Uchū wo Kakeru,機動戦士Zガンダム 後編 宇宙を駆ける,Kidō Senshi Z Gundam: Kōhen Uchū wo Kakeru,機動戦士Zガンダム 後編 宇宙を駆ける,1997-09-25
kidousenshizgundamzenpenzetanokodou,Kidō Senshi Z Gundam: Zenpen Zeta no Kodō,機動戦士Ｚガンダム 前編 ゼータの鼓動,Kidō Senshi Z Gundam: Zenpen Zeta no Kodō,機動戦士Ｚガンダム 前編 ゼータの鼓動,1997-04-25
kindaichishounennojikenbohoshimitoukanashiminofukushuuki,Kindaichi Shōnen no Jikenbo: Hoshimitō Kanashimi no Fukushūki,金田一少年の事件簿 星見島 悲しみの復讐鬼,Kindaichi Shōnen no Jikenbo: Hoshimitō Kanashimi no Fukushūki,金田一少年の事件簿 星見島 悲しみの復讐鬼,1998-01-15
kissyori,Kiss yori...,Kiss より…,Kiss yori...,Kiss より…,1999-03-18
kissyori,Kiss yori...,Kiss より…,Kiss yori... (Shokai Genteiban),Kiss より… (初回限定版),1999-03-18
kisuishoudensetsuastal,Kisuishō Densetsu Astal,Astal 輝水晶伝説 アスタル,Kisuishō Densetsu Astal,Astal 輝水晶伝説 アスタル,1995-04-28
kisuishoudensetsuastal,Kisuishō Densetsu Astal,Astal 輝水晶伝説 アスタル,Kisuishō Densetsu Astal,Astal 輝水晶伝説 アスタル,1995-04-28
taikyokushougikiwame2,Kiwame II,極 Kiwame II,Taikyoku Shōgi: Kiwame II,対局将棋 極II,1996-11-29
kochirakatsushikakukamearikouenmaehashutsujonakagawalanddairacenomaki,Kochira Katsushikaku Kameari Kōenmae: Hashutsujo: Nakagawa Land Dai-Race! no Maki,こちら葛飾区亀有公園前派出所 中川ランド大レース!の巻,Kochira Katsushikaku Kameari Kōenmae: Hashutsujo: Nakagawa Land Dai-Race! no Maki,こちら葛飾区亀有公園前派出所 中川ランド大レース!の巻,1997-08-29
kochirakatsushikakukamearikouenmaehashutsujonakagawalanddairacenomaki,Kochira Katsushikaku Kameari Kōenmae: Hashutsujo: Nakagawa Land Dai-Race! no Maki,こちら葛飾区亀有公園前派出所 中川ランド大レース!の巻,Kochira Katsushikaku Kameari Kōenmae: Hashutsujo: Nakagawa Land Dai-Race! no Maki,こちら葛飾区亀有公園前派出所 中川ランド大レース!の巻,1998-09-20
kodenkoureijutsuhyakumonogatarihontoniattakowaihanashi,Koden Kōreijutsu: Hyaku Monogatari,古伝降霊術 百物語,Koden Kōreijutsu: Hyaku Monogatari: Honto ni Atta Kowai Hanashi (Jōkan),古伝降霊術 百物語 ほんとにあった怖い話 (上巻),1997-08-08
kodenkoureijutsuhyakumonogatarihontoniattakowaihanashi,Koden Kōreijutsu: Hyaku Monogatari,古伝降霊術 百物語,Koden Kōreijutsu: Hyaku Monogatari: Honto ni Atta Kowai Hanashi (Gekan),古伝降霊術 百物語 ほんとにあった怖い話 (下巻),1997-08-08
kodenkoureijutsuhyakumonogatarihontoniattakowaihanashi,Koden Kōreijutsu: Hyaku Monogatari,古伝降霊術 百物語,Koden Kōreijutsu: Hyaku Monogatari: Honto ni Atta Kowai Hanashi (Jōkan),古伝降霊術 百物語 ほんとにあった怖い話 (上巻),1998-08-20
kodenkoureijutsuhyakumonogatarihontoniattakowaihanashi,Koden Kōreijutsu: Hyaku Monogatari,古伝降霊術 百物語,Koden Kōreijutsu: Hyaku Monogatari: Honto ni Atta Kowai Hanashi (Gekan),古伝降霊術 百物語 ほんとにあった怖い話 (下巻),1998-08-20
koudousaisokudensetsuinitiald,Kōdō Saisoku Densetsu: Initial D,頭文字 イニシャルD 公道最速伝説,Kōdō Saisoku Densetsu: Initial D,頭文字 イニシャルD 公道最速伝説,1998-06-25
koinosummerfantasyinmiyazakiseagaiaokinamegumi,Koi no Summer Fantasy: in Miyazaki Seagaia: Okina Megumi,恋のサマーファンタジー in 宮崎シーガイア 奥菜 恵,Koi no Summer Fantasy: in Miyazaki Seagaia: Okina Megumi,恋のサマーファンタジー in 宮崎シーガイア 奥菜 恵,1997-08-22
konamiantiquesmsxcollectionultrapack,Konami Antiques: MSX Collection Ultra Pack,コナミアンティークス MSXコレクション Konami Antiques: MSX Collection ウルトラパック,Konami Antiques: MSX Collection Ultra Pack,コナミアンティークス MSXコレクション Konami Antiques: MSX Collection ウルトラパック,1998-07-23
yunokonoyonohatedekoiwoutaushoujo,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No,Konoyo no Hate de Koi wo Utau Shōjo Yu-No,この世の果てで恋を唄う少女 Yu-No: A Girl Who Chants Love at the Bound of this World,1997-12-04
yunokonoyonohatedekoiwoutaushoujo,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No: A Girl Who Chants Love at the Bound of this World,1997-12-04
yunokonoyonohatedekoiwoutaushoujo,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No: A Girl Who Chants Love at the Bound of this World,1997-12-04
yunokonoyonohatedekoiwoutaushoujo,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No(Shuttle Mouse-tsuki Genteiban),この世の果てで恋を唄う少女 Yu-No: A Girl Who Chants Love at the Bound of this World (シャトルマウス付　限定版),1997-12-04
yunokonoyonohatedekoiwoutaushoujo,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No(Shuttle Mouse-tsuki Genteiban),この世の果てで恋を唄う少女 Yu-No: A Girl Who Chants Love at the Bound of this World (シャトルマウス付　限定版),1997-12-04
yunokonoyonohatedekoiwoutaushoujo,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No,この世の果てで恋を唄う少女 Yu-No,Konoyo no Hate de Koi wo Utau Shōjo: Yu-No(Shuttle Mouse-tsuki Genteiban),この世の果てで恋を唄う少女 Yu-No: A Girl Who Chants Love at the Bound of this World (シャトルマウス付　限定版),1997-12-04
Kouryuusangokuengi,Kōryū Sangoku Engi,皇龍三國演義,Kōryū Sangoku Engi,皇龍三國演義,1996-12-06
koutetsureiikisteeldom,Kōtetsu Reiiki: Steeldom,鋼鉄霊域 Steeldom,Kōtetsu Reiiki: Steeldom,鋼鉄霊域 Steeldom,1996-09-06
koutetsureiikisteeldom,Kōtetsu Reiiki: Steeldom,鋼鉄霊域 Steeldom,Kōtetsu Reiiki: Steeldom (Taisen Cable Dōkonban),鋼鉄霊域 Steeldom (対戦ケーブル同梱版),1996-09-06
krazyivan,Krazy Ivan☆,,Krazy Ivan☆,,1997-06-27
kumitatebattlekuttuketto,Kumitate Battle Kuttu Ketto,組み立てバトルくっつけっと Kuttu Ketto,Kumitate Battle Kuttu Ketto,組み立てバトルくっつけっと,1998-04-02
kunoichitorimonochou,Kunoichi Torimonochō,くのいち捕物帖,Kunoichi Torimonochō,くのいち捕物帖,1998-02-05
kuronodanshoutheliteraryfragment,Kuro no Danshō: The Literary Fragment,黒の断章 The Literary Fragment,Kuro no Danshō: The Literary Fragment,黒の断章 The Literary Fragment,1997-08-08
kuronodanshoutheliteraryfragment,Kuro no Danshō: The Literary Fragment,黒の断章 The Literary Fragment,Kuro no Danshō: The Literary Fragment,黒の断章 The Literary Fragment,1997-08-08
kuronodanshoutheliteraryfragment,Kuro no Danshō: The Literary Fragment,黒の断章 The Literary Fragment,Kuro no Danshō (Omake CD),黒の断章 (おまけCD),1997-08-08
kurubushikyoudaigekijoudaiikkanmahjonghen,Kurubushi Kyōdai Gekijō Daiikkan: Mahjong-hen,踝兄弟劇場 第一巻 麻雀篇,Kurubushi Kyōdai Gekijō Daiikkan: Mahjong-hen,踝兄弟劇場 第一巻 麻雀篇,1996-06-28
kururinpa,Kururin Pa!,くるりんPa! Kururin Pa!,Kururin Pa!,くるりんPa! Kururin Pa!,1996-02-23
kyuukyokutiger2,Kyūkyoku Tiger II Plus,究極 Tiger II Plus,Kyūkyoku Tiger II Plus,究極 Tiger II Plus,1997-12-18
kyuutenkai,Kyūtenkai,球転界,Kyūtenkai,球転界,1995-08-25
langrisserdramaticedition,Langrisser: Dramatic Edition,,Langrisser: Dramatic Edition,Langrisser: Dramatic Edition ラングリッサー ドラマティックエディション,1998-02-26
langrissertribute,Langrisser: Dramatic Edition,,Langrisser Tribute,Langrisser Tribute ラングリッサー トリビュート,1998-12-23
langrisser3,Langrisser III,,Langrisser III,,1996-10-18
langrisser3,Langrisser III,,Langrisser III (Shokai Genteiban),Langrisser III (初回限定版),1996-10-18
langrisser3,Langrisser III,,Langrisser III,,1998-02-11
langrissertribute,Langrisser III,,Langrisser Tribute,Langrisser Tribute ラングリッサー トリビュート,1998-12-23
langrisser4,Langrisser IV,,Langrisser IV,Langrisser IV ラングリッサーIV,1997-08-01
langrisser4,Langrisser IV,,Langrisser IV (Shokai Genteiban),Langrisser IV ラングリッサーIV (初回限定版),1997-08-01
langrisser4,Langrisser IV,,Langrisser IV,Langrisser IV ラングリッサーIV,1998-07-30
langrissertribute,Langrisser IV,,Langrisser Tribute,Langrisser Tribute ラングリッサー トリビュート,1998-12-23
langrisser5theendoflegend,Langrisser V: The End of Legend,,Langrisser V: The End of Legend,,1998-06-18
langrissertribute,Langrisser V: The End of Legend,,Langrisser Tribute,Langrisser Tribute ラングリッサー トリビュート,1998-12-23
lastbronx,Last Bronx,,Last Bronx (Arcade Disc),Last Bronx ラストブロンクス (Arcade Disc),1997-08-01
lastbronx,Last Bronx (Special Disc),Last Bronx (すぺしゃる　でぃすく),Last Bronx (Special Disc),Last Bronx ラストブロンクス (Special Disc),1997-08-01
lastgladiators,Last Gladiators: Digital Pinball,,Last Gladiators: Digital Pinball,,1995-06-23
lastgladiators,Last Gladiators V.9.7: Digital Pinball,,Last Gladiators Ver.9.7: Digital Pinball,,1997-09-11
rayforce,Layer Section,,Layer Section,Layer Section レイヤーセクション,1995-09-14
rayforce,Layer Section,,Layer Section,Layer Section レイヤーセクション,1995-09-14
rayforce,Layer Section,,Layer Section,Layer Section レイヤーセクション,1997-04-25
raystorm,Layer Section II,Layer Section II レイヤーセクション2,Layer Section II,Layer Section II レイヤーセクション2,1997-10-30
legendofk1grandprix96,Legend of K-1: Grand Prix '96,,Legend of K-1: Grand Prix '96,,1997-04-18
legendofk1thebestcollection,Legend of K-1: The Best Collection,,Legend of K-1: The Best Collection,,1997-01-24
lifescapeseimei40okunenharukanatabi,LifeScape: Aquasphere: Umikara Umareta Seimei,LifeScape: アクアスフィア 海から生まれた生命,LifeScape: Seimei 40-okunen Harukana Tabi (Aquasphere),ライフスケイプ 生命40億年はるかな旅 (Aquasphere),1996-05-24
lifescapeseimei40okunenharukanatabi,LifeScape: Landsphere: Chijō ni Okeru Han'ei,LifeScape: ランドスフィア 地上における繁栄,LifeScape: Seimei 40-okunen Harukana Tabi (Landsphere),ライフスケイプ 生命40億年はるかな旅 (Landsphere),1996-05-24
lifescape2bodybionicskyouinoshouuchuujintai,LifeScape 2: Body Bionics: Kyōi no Shōuchū Jintai,ライフスケイプ2 ボディバイオニクス 驚異の小宇宙・人体,LifeScape 2: Body Bionics: Kyōi no Shōuchū Jintai,ライフスケイプ2 ボディバイオニクス 驚異の小宇宙・人体,1997-08-08
linda3,Linda³ Kanzenban,Linda³ リンダキューキューブ 完全版,Linda³ Kanzenban,Linda³ リンダキューキューブ 完全版,1998-06-18
linkleliverstory,Linkle Liver Story,リンクルリバーストーリー Linkle Liver Story,Linkle Liver Story,リンクルリバーストーリー,1996-03-15
loderunnerthelegendreturns,Lode Runner: The Legend Returns,,Lode Runner: The Legend Returns,Lode Runner ロードランナー The Legend Returns レジェンド リターンズ,1996-03-08
loderunnerextra,Lode Runner Extra,,Lode Runner Extra,Lode Runner Extra ロードランナー・エクストラ,1997-01-10
logicpuzzlerainbowtown,Logic Puzzle Rainbow Town,ロジック・パズル レインボータウン Rainbow Town,Logic Puzzle Rainbow Town,ロジック・パズル レインボータウン Rainbow Town,1996-02-23
lovelypop2in1janjankoishimasho,Lovely Pop 2 in 1: Jan Jan Koi Shimasho,ラブリーポップ2in1 雀じゃん恋しましょ,Lovely Pop 2 in 1: Jan Jan Koi Shimasho,ラブリーポップ2in1 雀じゃん恋しましょ,1998-07-30
lovelypop2in1janjankoishimasho,Lovely Pop 2 in 1: Jan Jan Koi Shimasho,ラブリーポップ2in1 雀じゃん恋しましょ,Lovely Pop 2 in 1: Jan Jan Koi Shimasho,ラブリーポップ2in1 雀じゃん恋しましょ,1998-07-30
lulu,Lulu,Lulu ルル,LuLu: Un Conte Interactif de Romain Victor-Pujebet,LuLu ルル Un Conte Interactif de Romain Victor-Pujebet,1996-11-01
lunarthesilverstar,Lunar: Silver Star Story,,Lunar: Silver Star Story,Lunar: Silver Star Story ルナ シルバースターストーリー,1996-10-25
lunarthesilverstar,Lunar: Silver Star Story,,Lunar: Silver Star Story,Lunar: Silver Star Story ルナ シルバースターストーリー,
lunarthesilverstar,Lunar: Silver Star Story,,Lunar: Silver Star Story Complete MPEG-ban,Lunar: Silver Star Story Complete ルナ シルバースターストーリー MPEG版,1997-07-04
lunareternalblue,Lunar²: Eternal Blue,,Lunar²: Eternal Blue,Lunar²: Eternal Blue ルナ2 エターナルブルー,1998-07-23
lunareternalblue,Lunar²: Eternal Blue,,Lunar²: Eternal Blue,Lunar²: Eternal Blue ルナ2 エターナルブルー,1998-07-23
lupinsanseipyramidnokenja,Lupin Sansei: Pyramid no Kenja: The Sage of Pyramid,ルパン三世 ピラミッドの賢者 Lupin the 3rd: The Sage of Pyramid,Lupin Sansei: Pyramid no Kenja,ルパン三世 ピラミッドの賢者,1998-08-06
lupinthe3rdthemasterfile,Lupin the 3rd: The Master File,,Lupin the 3rd: The Master File,,1996-03-29
lupinthe3rdchronicles,Lupin the 3rd Chronicles,,Lupin the 3rd Chronicles,Lupin the 3rd Chronicles ルパン三世 クロニクル,1997-08-08
lupinthe3rdchronicles,Lupin the 3rd Chronicles,,Lupin the 3rd Chronicles,Lupin the 3rd Chronicles ルパン三世 クロニクル,1997-08-08
lupinthe3rdchronicles,Lupin the 3rd Chronicles,,Lupin the 3rd Chronicles,Lupin the 3rd Chronicles ルパン三世 クロニクル,1997-08-08
lupinthe3rdchronicles,Lupin the 3rd Chronicles,,Lupin the 3rd Chronicles,Lupin the 3rd Chronicles ルパン三世 クロニクル,1997-08-08
lupinthe3rdchronicles,Lupin the 3rd Chronicles,,Lupin the 3rd Chronicles,Lupin the 3rd Chronicles ルパン三世 クロニクル,1997-08-08
lupinthe3rdchronicles,Lupin the 3rd Chronicles,,Lupin the 3rd Chronicles,Lupin the 3rd Chronicles ルパン三世 クロニクル,1997-08-08
emukimiwotsutaete,M: Kimi wo Tsutaete [emu],M 君を伝えて [emu],M: Kimi wo Tsutaete [emu],M 君を伝えて [emu],1996-12-20
maboroshinoblackbass,Maboroshi no Black Bass,幻のブラックバス,Maboroshi no Black Bass,幻のブラックバス,1997-03-28
machi,Machi,街,Machi,街 Machi,1998-01-22
machi,Machi,街,Machi,街 Machi,1998-01-22
machi,Machi,街,Machi,街 Machi,1998-01-22
madoumonogatari,Madō Monogatari,魔導物語,Madō Monogatari,魔導物語,1998-07-23
magiccarpet,Magic Carpet,,Magic Carpet,Magic Carpet マジックカーペット,1996-12-06
magiccarpet,Magic Carpet,,Magic Carpet (Tokubetsu Genteiban SEGA Multi Controller Set),Magic Carpet マジックカーペット (特別限定版 セガマルチコントローラー セット),1996-12-06
magicknightrayearthss,Magic Knight Rayearth,魔法騎士 マジックナイト レイアース,Magic Knight Rayearth,魔法騎士 マジックナイト レイアース,1995-08-25
magicknightrayearthss,Magic Knight Rayearth,魔法騎士 マジックナイト レイアース,Magic Knight Rayearth (Shokai Gentei Double Premium),魔法騎士 マジックナイト レイアース (初回限定 ダブルWプレミアム),1995-08-25
magicknightrayearthss,Magic Knight Rayearth,魔法騎士 マジックナイト レイアース,Magic Knight Rayearth (Shokai Gentei Double Premium),魔法騎士 マジックナイト レイアース (初回限定 ダブルWプレミアム),1995-08-25
magicaldrop,Magical Drop,マジカルドロップ,Magical Drop,マジカルドロップ,1995-12-15
magicaldrop2,Magical Drop 2,マジカルドロップ2,Magical Drop 2,マジカルドロップ2,1996-09-27
magicaldrop3toretatezoukangou,Magical Drop III: Toretate Zōkangō!,マジカルドロップIII とれたて増刊号!,Magical Drop III: Toretate Zōkangō!,マジカルドロップIII とれたて増刊号!,1997-06-20
magicaldrop3toretatezoukangou,Magical Drop III: Toretate Zōkangō!,マジカルドロップIII とれたて増刊号!,Magical Drop III: Toretate Zōkangō!,マジカルドロップIII とれたて増刊号!,1998-10-22
pandemonium,Magical Hoppers,Magical Hoppers マジカルホッパーズ,Magical Hoppers,Magical Hoppers マジカルホッパーズ,1997-04-25
cotton2,Magical Night Dreams: Cotton 2,,Magical Night Dreams: Cotton 2,Magical Night Dreams: Cotton 2 コットン2,1997-12-04
cottonboomerang,Magical Night Dreams: Cotton Boomerang,Magical Night Dreams: Cotton Boomerang コットン ブーメラン,Magical Night Dreams: Cotton Boomerang,Magical Night Dreams: Cotton Boomerang コットン ブーメラン,1998-10-08
mahjongdoukyuuseispecial,Mahjong Dōkyūsei Special,麻雀 同級生 Special,Mahjong Dōkyūsei Special,麻雀 同級生 Special,1996-03-29
mahjongdoukyuuseispecial,Mahjong Dōkyūsei Special,麻雀 同級生 Special,Mahjong Dōkyūsei Special (Portrait CD-tsu Shokai Genteiban),麻雀 同級生 Special (ポートレードCD付 初回限定版),1996-03-29
mahjongdoukyuuseispecial,Mahjong Dōkyūsei Special (Portrait CD),麻雀 同級生 Special (ポートレードCD),Mahjong Dōkyūsei Special (Portrait CD-tsu Shokai Genteiban),麻雀 同級生 Special (ポートレードCD付 初回限定版),1996-03-29
mahjonggakuensai,Mahjong Gakuensai,麻雀 学園祭,Mahjong Gakuensai,麻雀 学園祭,1997-11-06
mahjonggakuensai,Mahjong Gakuensai,麻雀 学園祭,Mahjong Gakuensai (Seiyū Interview Hi CD-tsu Shokai Genteiban),麻雀 学園祭 (声優インタビュー ㊙CD付 初回限定版),1997-11-06
mahjonggakuensai,Mahjong Gakuensai (Hi Disc),麻雀 学園祭 (㊙ディスク),Mahjong Gakuensai (Seiyū Interview Hi CD-tsu Shokai Genteiban),麻雀 学園祭 (声優インタビュー ㊙CD付 初回限定版),1997-11-06
mahjonggakuensaidxzenjitsunimatsuwarufunsenki,Mahjong Gakuensai DX: Zenjitsu ni Matsuwaru Funsenki,麻雀 学園祭 DX 前日にまつわる奮戦記,Mahjong Gakuensai DX: Zenjitsu ni Matsuwaru Funsenki,麻雀 学園祭 DX 前日にまつわる奮戦記,1998-09-23
mahjongganryuujima,Mahjong Ganryūjima,麻雀巌流島,Mahjong Ganryūjima,麻雀巌流島,1995-03-10
